cart_id,user_id,product_id,selected_options,quantity,created_at,updated_at
eb0a1bcc-7033-4221-a269-2beea74b1139,T1A002965,foo-kor-00000014-1950,"{'매운맛 조절': '맵지 않게', '주 재료 선택': '채식 (버섯/두부)', '기본 반찬 추가': '김치 추가'}",1,tmp,tmp
9c9fb635-a741-442c-a235-36b272c589bc,T1A004835,foo-kor-00000015-1950,"{'매운맛 조절': '매우 매운맛', '주 재료 선택': '돼지고기', '서비스 옵션': '김치 소스 팩'}",4,tmp,tmp
edaf991f-7fff-476c-b14b-2d3187b08527,B1A001877,foo-kor-00000016-1950,"{'매운맛 조절': '매우 매운맛', '추가 재료': '치즈 추가', '국물 선택': '진한 국물'}",4,tmp,tmp
904eb63f-acd6-4c5f-8393-8926329baf1d,B1A002407,foo-kor-00000017-1950,"{'매운맛 조절': '보통 매운맛', '추가 재료': '떡 추가', '기본 반찬 추가': '김치 추가'}",1,tmp,tmp
e746f148-f522-4c33-bd1b-e332f0812956,T1A004525,foo-kor-00000018-1950,"{'매운맛 조절': '보통 매운맛', '추가 재료': '치즈 추가', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
88ce02a7-fe93-49f3-ac61-8dfacc1a1566,T1A001129,foo-kor-00000019-1950,"{'매운맛 조절': '매우 매운맛', '국물 선택': '맑은 국물', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
d9123223-8ece-43d4-b2a4-603701f6fe30,B1A000531,foo-kor-00000020-1950,"{'매운맛 조절': '매우 매운맛', '국물 선택': '진한 국물', '서비스 옵션': '일회용 수저'}",5,tmp,tmp
1542ca85-9a1d-490d-b9d5-be02e139ce8c,B1A002055,foo-kor-00000021-1950,"{'매운맛 조절': '보통 매운맛', '기본 반찬 추가': '김치 추가', '서비스 옵션': '김치 소스 팩'}",5,tmp,tmp
cfa1e3e2-ba62-4f82-9f80-e986c7199a49,T1A002531,foo-kor-00000022-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '곱배기', '주 재료 선택': '채식 (버섯/두부)'}",3,tmp,tmp
723ba929-55a7-4fc4-96a3-3a8efce29be7,B1A000133,foo-kor-00000023-1950,"{'밥 추가': '밥 추가', '분량': '곱배기', '추가 재료': '치즈 추가'}",3,tmp,tmp
5e56473e-bc14-42b6-af18-018f59288211,T1A000713,foo-kor-00000024-1950,"{'밥 추가': '밥 추가', '분량': '일반', '국물 선택': '맑은 국물'}",1,tmp,tmp
1fccf205-d9bf-4390-ac36-cf35347df7c0,B1A000781,foo-kor-00000025-1950,"{'밥 추가': '밥 추가', '분량': '곱배기', '기본 반찬 추가': '계란말이 추가'}",2,tmp,tmp
08f4e064-0898-4069-9fe8-96be70b5cd15,T1A000238,foo-kor-00000026-1950,"{'밥 추가': '밥 추가', '분량': '곱배기', '서비스 옵션': '김치 소스 팩'}",5,tmp,tmp
84be97d2-5ee5-4242-94d4-b29870a28430,B1A000891,foo-kor-00000027-1950,"{'밥 추가': '밥 추가', '주 재료 선택': '채식 (버섯/두부)', '추가 재료': '계란 추가'}",2,tmp,tmp
4a2db5eb-b8d3-47b6-8a21-766dca7a3e31,T1A004900,foo-kor-00000028-1950,"{'밥 추가': '밥 두 그릇 추가', '주 재료 선택': '돼지고기', '국물 선택': '맑은 국물'}",2,tmp,tmp
c7851267-e4dd-492f-b965-99fbfdbb974f,B1A001237,foo-kor-00000029-1950,"{'밥 추가': '밥 추가', '주 재료 선택': '닭고기', '기본 반찬 추가': '계란말이 추가'}",1,tmp,tmp
e0508319-5544-4fc0-a9f0-6c005ea85667,T1A004593,foo-kor-00000030-1950,"{'밥 추가': '밥 추가', '주 재료 선택': '채식 (버섯/두부)', '서비스 옵션': '일회용 수저'}",4,tmp,tmp
c04c2d51-2314-49dd-9dff-66937f09550c,B1A000388,foo-kor-00000031-1950,"{'밥 추가': '밥 추가', '추가 재료': '치즈 추가', '국물 선택': '진한 국물'}",1,tmp,tmp
21ea2d8a-43e0-4006-b3bb-c2eb946486bb,T1A003882,foo-kor-00000032-1950,"{'밥 추가': '밥 두 그릇 추가', '추가 재료': '치즈 추가', '기본 반찬 추가': '멸치볶음 추가'}",5,tmp,tmp
be6acc1b-4a0e-402b-a02d-f07512a82727,T1A001368,foo-kor-00000033-1950,"{'밥 추가': '밥 추가', '추가 재료': '떡 추가', '서비스 옵션': '김치 소스 팩'}",4,tmp,tmp
5fa5242a-9975-447a-9640-a73841ccac35,B1A002201,foo-kor-00000034-1950,"{'밥 추가': '밥 추가', '국물 선택': '맑은 국물', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
5886ac6b-d94f-4bd5-bf2c-4958344e0e5e,B1A004670,foo-kor-00000035-1950,"{'밥 추가': '밥 두 그릇 추가', '국물 선택': '맑은 국물', '서비스 옵션': '일회용 수저'}",1,tmp,tmp
4cffe532-ad5a-40df-b04c-e432fe77fb2a,B1A003227,foo-kor-00000036-1950,"{'밥 추가': '밥 추가', '기본 반찬 추가': '멸치볶음 추가', '서비스 옵션': '매운 소스 팩'}",4,tmp,tmp
2f69827a-f72e-46d0-a7a4-ab63ecd2448d,T1A000418,foo-kor-00000037-1950,"{'분량': '곱배기', '주 재료 선택': '돼지고기', '추가 재료': '계란 추가'}",4,tmp,tmp
44dfafec-64e6-4e8b-8e2e-18a67f6eb595,T1A000280,foo-kor-00000038-1950,"{'분량': '곱배기', '주 재료 선택': '돼지고기', '국물 선택': '맑은 국물'}",5,tmp,tmp
cd147c8a-d925-44fb-a926-85f98df05f49,B1A002232,foo-kor-00000039-1950,"{'분량': '일반', '주 재료 선택': '닭고기', '기본 반찬 추가': '김치 추가'}",1,tmp,tmp
c1d5438b-a3aa-4ffa-8703-9873ddcfcf35,B1A000610,foo-kor-00000040-1950,"{'분량': '곱배기', '주 재료 선택': '돼지고기', '서비스 옵션': '매운 소스 팩'}",3,tmp,tmp
cb597114-3008-4164-8ee8-8b63216da192,T1A004047,foo-kor-00000041-1950,"{'분량': '일반', '추가 재료': '계란 추가', '국물 선택': '진한 국물'}",2,tmp,tmp
b543333a-31c1-468b-8ae4-bdfc60e647dd,B1A004864,foo-kor-00000042-1950,"{'분량': '곱배기', '추가 재료': '떡 추가', '기본 반찬 추가': '멸치볶음 추가'}",3,tmp,tmp
ed49efc7-33c3-4d4f-b230-1a380b1095c0,T1A000372,foo-kor-00000043-1950,"{'분량': '일반', '추가 재료': '치즈 추가', '서비스 옵션': '김치 소스 팩'}",1,tmp,tmp
14e5b89e-4201-4919-b2b3-cf8ac2a15daa,B1A004247,foo-kor-00000044-1950,"{'분량': '일반', '국물 선택': '진한 국물', '기본 반찬 추가': '멸치볶음 추가'}",2,tmp,tmp
b968ec8c-c1ca-43df-90c5-e9a5eef9aae7,T1A004380,foo-kor-00000045-1950,"{'분량': '일반', '국물 선택': '맑은 국물', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
8f6dc9bb-ddc4-48ab-b013-72391fdf7ca8,B1A003148,foo-kor-00000046-1950,"{'분량': '일반', '기본 반찬 추가': '김치 추가', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
536f1980-06c8-45ea-bfca-27d5139970ce,T1A000227,foo-kor-00000047-1950,"{'주 재료 선택': '닭고기', '추가 재료': '떡 추가', '국물 선택': '맑은 국물'}",3,tmp,tmp
246fca46-4db2-4995-b933-4ea7aaa58685,T1A004798,foo-kor-00000048-1950,"{'주 재료 선택': '소고기', '추가 재료': '치즈 추가', '기본 반찬 추가': '계란말이 추가'}",5,tmp,tmp
6ad31a11-2663-4f6c-8897-b465c261e374,T1A000747,foo-kor-00000049-1950,"{'주 재료 선택': '채식 (버섯/두부)', '추가 재료': '떡 추가', '서비스 옵션': '일회용 수저'}",1,tmp,tmp
10a4e8f8-1933-40e5-b304-f259973191b3,B1A002656,foo-kor-00000050-1950,"{'주 재료 선택': '소고기', '국물 선택': '맑은 국물', '기본 반찬 추가': '계란말이 추가'}",2,tmp,tmp
a656fe15-da46-4bf9-94e5-38d0e2b18b12,T1A003757,foo-kor-00000051-1950,"{'주 재료 선택': '소고기', '국물 선택': '진한 국물', '서비스 옵션': '일회용 수저'}",5,tmp,tmp
7f10a4a2-1504-4e56-8781-ae3a63327433,T1A003969,foo-kor-00000052-1950,"{'주 재료 선택': '소고기', '기본 반찬 추가': '계란말이 추가', '서비스 옵션': '일회용 수저'}",4,tmp,tmp
da441713-3952-4a83-a27f-9cd7bb30bdad,B1A004492,foo-kor-00000053-1950,"{'추가 재료': '계란 추가', '국물 선택': '맑은 국물', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
9a998663-98ef-47bd-b065-1a979e13b682,T1A001129,foo-kor-00000054-1950,"{'추가 재료': '계란 추가', '국물 선택': '맑은 국물', '서비스 옵션': '김치 소스 팩'}",4,tmp,tmp
395e4796-cb54-47ee-9f10-583ceace503a,B1A002235,foo-kor-00000055-1950,"{'추가 재료': '계란 추가', '기본 반찬 추가': '멸치볶음 추가', '서비스 옵션': '매운 소스 팩'}",2,tmp,tmp
2aff2343-159d-4ee7-9184-d5ac0eef9fb1,T1A001270,foo-kor-00000056-1950,"{'국물 선택': '진한 국물', '기본 반찬 추가': '계란말이 추가', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
a223dbd1-95fa-45ab-bce3-cd87e3ae2c8b,B1A003425,foo-kor-00000057-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 추가', '분량': '일반', '주 재료 선택': '닭고기'}",3,tmp,tmp
29c67789-ffdf-4aad-86da-9e46a49ca5ef,B1A004528,foo-kor-00000058-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 두 그릇 추가', '분량': '일반', '추가 재료': '계란 추가'}",3,tmp,tmp
e3101340-cc3d-4a62-abc0-70873f52785e,B1A000856,foo-kor-00000059-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 두 그릇 추가', '분량': '곱배기', '국물 선택': '진한 국물'}",1,tmp,tmp
96b6fde0-8286-438d-9723-c82791cdc81a,B1A001099,foo-kor-00000060-1950,"{'매운맛 조절': '맵지 않게', '밥 추가': '밥 두 그릇 추가', '분량': '곱배기', '기본 반찬 추가': '멸치볶음 추가'}",1,tmp,tmp
3e69e7ce-2c18-471e-9564-a1fd481dfd2c,B1A002976,foo-kor-00000061-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 두 그릇 추가', '분량': '일반', '서비스 옵션': '김치 소스 팩'}",5,tmp,tmp
febdf33e-ee7c-4875-b550-145418dc6b07,T1A000129,foo-kor-00000062-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 추가', '주 재료 선택': '돼지고기', '추가 재료': '떡 추가'}",4,tmp,tmp
488f1742-f939-4820-a2d9-1b0faa974f85,T1A003550,foo-kor-00000063-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 추가', '주 재료 선택': '닭고기', '국물 선택': '진한 국물'}",1,tmp,tmp
722580f5-c7cf-4d28-9c81-61be21675d00,B1A004400,foo-kor-00000064-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 추가', '주 재료 선택': '소고기', '기본 반찬 추가': '계란말이 추가'}",5,tmp,tmp
818f6aa9-103d-4b84-a8e8-6aca9ea345f2,T1A001108,foo-kor-00000065-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 추가', '주 재료 선택': '닭고기', '서비스 옵션': '일회용 수저'}",2,tmp,tmp
d97b4468-1423-4356-85a8-a1bd9f25f24c,T1A001989,foo-kor-00000066-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 추가', '추가 재료': '계란 추가', '국물 선택': '맑은 국물'}",5,tmp,tmp
3bd3c61d-79b7-42b0-8369-1f3b783221e9,T1A003736,foo-kor-00000067-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 두 그릇 추가', '추가 재료': '떡 추가', '기본 반찬 추가': '김치 추가'}",3,tmp,tmp
1fc840e3-e3e0-4079-8e7b-3f79da5fb90e,T1A002153,foo-kor-00000068-1950,"{'매운맛 조절': '매우 매운맛', '밥 추가': '밥 두 그릇 추가', '추가 재료': '계란 추가', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
e3bedb07-da78-483b-a181-be748107c07c,T1A000648,foo-kor-00000069-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 두 그릇 추가', '국물 선택': '진한 국물', '기본 반찬 추가': '계란말이 추가'}",5,tmp,tmp
5e0cdf6e-0743-4a61-b29b-dfe4993447a5,B1A000402,foo-kor-00000070-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 두 그릇 추가', '국물 선택': '진한 국물', '서비스 옵션': '일회용 수저'}",4,tmp,tmp
28e3aff8-9719-4333-8775-1b3ca8f8c960,T1A000169,foo-kor-00000071-1950,"{'매운맛 조절': '보통 매운맛', '밥 추가': '밥 두 그릇 추가', '기본 반찬 추가': '김치 추가', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
6157b26f-acd6-4ca5-b1df-34ed58db2a04,B1A003894,foo-kor-00000072-1950,"{'매운맛 조절': '맵지 않게', '분량': '일반', '주 재료 선택': '소고기', '추가 재료': '치즈 추가'}",5,tmp,tmp
4a73d623-55f8-4414-93b7-6d152dac7489,B1A004395,foo-kor-00000073-1950,"{'매운맛 조절': '맵지 않게', '분량': '곱배기', '주 재료 선택': '채식 (버섯/두부)', '국물 선택': '진한 국물'}",5,tmp,tmp
d13ad768-285d-434b-af3d-7f385dbfe7f1,B1A004087,foo-kor-00000074-1950,"{'매운맛 조절': '보통 매운맛', '분량': '곱배기', '주 재료 선택': '소고기', '기본 반찬 추가': '김치 추가'}",1,tmp,tmp
469aee07-2395-42df-bd06-1d6046638b03,B1A002603,foo-kor-00000075-1950,"{'매운맛 조절': '매우 매운맛', '분량': '일반', '주 재료 선택': '채식 (버섯/두부)', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
25c6173b-152f-4d05-bdbc-8926552a0343,T1A002177,foo-kor-00000076-1950,"{'매운맛 조절': '매우 매운맛', '분량': '곱배기', '추가 재료': '계란 추가', '국물 선택': '맑은 국물'}",4,tmp,tmp
f33366bc-8c05-4dab-a71c-a0bea37e4987,B1A004981,foo-kor-00000077-1950,"{'매운맛 조절': '매우 매운맛', '분량': '곱배기', '추가 재료': '떡 추가', '기본 반찬 추가': '김치 추가'}",1,tmp,tmp
8048bd37-c7c9-4e60-8bc8-d983fd5c8bc0,T1A004631,foo-kor-00000078-1950,"{'매운맛 조절': '맵지 않게', '분량': '일반', '추가 재료': '계란 추가', '서비스 옵션': '김치 소스 팩'}",3,tmp,tmp
cdc7a40c-dfba-41ca-a49d-819380770b42,B1A001964,foo-kor-00000079-1950,"{'매운맛 조절': '보통 매운맛', '분량': '곱배기', '국물 선택': '진한 국물', '기본 반찬 추가': '김치 추가'}",5,tmp,tmp
50340965-dc07-47e2-9321-d471e60a5752,B1A000201,foo-kor-00000080-1950,"{'매운맛 조절': '맵지 않게', '분량': '곱배기', '국물 선택': '맑은 국물', '서비스 옵션': '매운 소스 팩'}",4,tmp,tmp
e3a4eddd-a5c8-475c-b378-0aead76a6e37,B1A003217,foo-kor-00000081-1950,"{'매운맛 조절': '맵지 않게', '분량': '일반', '기본 반찬 추가': '계란말이 추가', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
10aa6a0c-212c-4c26-8238-0994e8b2158e,B1A003894,foo-kor-00000082-1950,"{'매운맛 조절': '보통 매운맛', '주 재료 선택': '채식 (버섯/두부)', '추가 재료': '계란 추가', '국물 선택': '진한 국물'}",3,tmp,tmp
1909c055-2b40-4ac8-8071-22622b665e18,B1A002770,foo-kor-00000083-1950,"{'매운맛 조절': '매우 매운맛', '주 재료 선택': '채식 (버섯/두부)', '추가 재료': '떡 추가', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
d611d05e-4577-4aea-9530-3c3d4bda31ae,T1A002409,foo-kor-00000084-1950,"{'매운맛 조절': '보통 매운맛', '주 재료 선택': '소고기', '추가 재료': '치즈 추가', '서비스 옵션': '매운 소스 팩'}",5,tmp,tmp
9df92600-ba63-4565-8c3f-3559bf35c9b3,T1A002821,foo-kor-00000085-1950,"{'매운맛 조절': '맵지 않게', '주 재료 선택': '채식 (버섯/두부)', '국물 선택': '진한 국물', '기본 반찬 추가': '멸치볶음 추가'}",4,tmp,tmp
5b8d879b-37fa-439f-9e6c-772433fafc8f,B1A001101,foo-kor-00000086-1950,"{'매운맛 조절': '보통 매운맛', '주 재료 선택': '돼지고기', '국물 선택': '맑은 국물', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
30f750c4-8aca-4254-a4b6-164408f4c27a,B1A004455,foo-kor-00000087-1950,"{'매운맛 조절': '매우 매운맛', '주 재료 선택': '소고기', '기본 반찬 추가': '김치 추가', '서비스 옵션': '일회용 수저'}",2,tmp,tmp
470c2cd4-b7c6-483e-b69b-cc201baadcbf,B1A000569,foo-kor-00000088-1950,"{'매운맛 조절': '매우 매운맛', '추가 재료': '떡 추가', '국물 선택': '맑은 국물', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
c2b7468f-0851-42ea-8206-89ecd8e36d1d,B1A003233,foo-kor-00000089-1950,"{'매운맛 조절': '보통 매운맛', '추가 재료': '계란 추가', '국물 선택': '진한 국물', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
d535722d-9c52-429c-8708-42c0b5d704bc,B1A000793,foo-kor-00000090-1950,"{'매운맛 조절': '보통 매운맛', '추가 재료': '계란 추가', '기본 반찬 추가': '김치 추가', '서비스 옵션': '일회용 수저'}",3,tmp,tmp
aa13bf9a-8930-48cf-b02f-e2ca08abe732,B1A003429,foo-kor-00000091-1950,"{'매운맛 조절': '매우 매운맛', '국물 선택': '진한 국물', '기본 반찬 추가': '멸치볶음 추가', '서비스 옵션': '일회용 수저'}",4,tmp,tmp
2c700bfe-dcb1-4cca-9c31-40525ee4203c,B1A004305,foo-kor-00000092-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '일반', '주 재료 선택': '돼지고기', '추가 재료': '치즈 추가'}",1,tmp,tmp
c3fa3202-7fe3-4fd2-b55b-ccab910b1092,B1A002012,foo-kor-00000093-1950,"{'밥 추가': '밥 추가', '분량': '곱배기', '주 재료 선택': '돼지고기', '국물 선택': '진한 국물'}",5,tmp,tmp
1a9b95d7-93d1-47e8-8c2b-a9fdc591dd6a,T1A000739,foo-kor-00000094-1950,"{'밥 추가': '밥 추가', '분량': '일반', '주 재료 선택': '돼지고기', '기본 반찬 추가': '계란말이 추가'}",4,tmp,tmp
ea1b55c8-6e00-4e93-8b57-5ccc293f94fd,T1A002988,foo-kor-00000095-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '일반', '주 재료 선택': '닭고기', '서비스 옵션': '매운 소스 팩'}",1,tmp,tmp
db112e64-9726-468a-b998-9874a5bc2aeb,B1A001035,foo-kor-00000096-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '곱배기', '추가 재료': '계란 추가', '국물 선택': '진한 국물'}",5,tmp,tmp
c59080d8-b71d-45e6-a91e-647e04817e8d,B1A001435,foo-kor-00000097-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '일반', '추가 재료': '치즈 추가', '기본 반찬 추가': '김치 추가'}",4,tmp,tmp
99d55b77-857a-4762-858d-f681b30a1ed8,T1A004388,foo-kor-00000098-1950,"{'밥 추가': '밥 두 그릇 추가', '분량': '곱배기', '추가 재료': '치즈 추가', '서비스 옵션': '일회용 수저'}",2,tmp,tmp
97f467f2-ca62-4cf7-862c-55fa19a7b9dd,T1A002238,foo-kor-00000099-1950,"{'밥 추가': '밥 추가', '분량': '곱배기', '국물 선택': '진한 국물', '기본 반찬 추가': '멸치볶음 추가'}",4,tmp,tmp
eab5489b-b662-4ff6-ae82-1d770b1d8653,T1A001245,foo-kor-00000100-1950,"{'밥 추가': '밥 추가', '분량': '일반', '국물 선택': '진한 국물', '서비스 옵션': '매운 소스 팩'}",2,tmp,tmp
